email,breach_source,year,risk_level
user43650@outlook.com,Adobe,2022,HIGH
user43651@icloud.com,LinkedIn,2016,MEDIUM
user43652@outlook.com,Twitter,2019,MEDIUM
user43653@yahoo.com,LinkedIn,2018,MEDIUM
user43654@icloud.com,Yahoo,2023,CRITICAL
user43655@yahoo.com,Dropbox,2013,MEDIUM
user43656@icloud.com,Dropbox,2016,CRITICAL
user43657@icloud.com,Dropbox,2014,HIGH
user43658@icloud.com,Adobe,2014,MEDIUM
user43659@company.com,Adobe,2017,HIGH
user43660@yahoo.com,Twitter,2018,HIGH
user43661@gmail.com,Canva,2014,HIGH
user43662@company.com,Adobe,2013,LOW
user43663@gmail.com,Yahoo,2015,CRITICAL
user43664@outlook.com,Twitter,2021,LOW
user43665@yahoo.com,Canva,2023,CRITICAL
user43666@yahoo.com,Yahoo,2012,CRITICAL
user43667@gmail.com,Yahoo,2020,MEDIUM
user43668@icloud.com,Dropbox,2022,HIGH
user43669@outlook.com,Adobe,2018,CRITICAL
user43670@yahoo.com,MyFitnessPal,2023,LOW
user43671@company.com,Yahoo,2020,MEDIUM
user43672@company.com,LinkedIn,2024,MEDIUM
user43673@icloud.com,Canva,2013,HIGH
user43674@gmail.com,MyFitnessPal,2022,CRITICAL
user43675@icloud.com,Yahoo,2022,CRITICAL
user43676@yahoo.com,Yahoo,2013,CRITICAL
user43677@protonmail.com,Twitter,2018,HIGH
user43678@company.com,LinkedIn,2023,MEDIUM
user43679@icloud.com,Adobe,2018,CRITICAL
user43680@protonmail.com,Canva,2020,CRITICAL
user43681@company.com,MyFitnessPal,2012,CRITICAL
user43682@company.com,Canva,2015,CRITICAL
user43683@protonmail.com,LinkedIn,2020,LOW
user43684@company.com,Adobe,2014,CRITICAL
user43685@yahoo.com,Twitter,2016,LOW
user43686@company.com,MyFitnessPal,2012,LOW
user43687@outlook.com,Twitter,2023,CRITICAL
user43688@gmail.com,Twitter,2012,HIGH
user43689@gmail.com,LinkedIn,2019,LOW
user43690@yahoo.com,Canva,2019,LOW
user43691@icloud.com,LinkedIn,2015,HIGH
user43692@icloud.com,Adobe,2019,LOW
user43693@icloud.com,Yahoo,2014,LOW
user43694@company.com,Twitter,2017,CRITICAL
user43695@icloud.com,Canva,2012,LOW
user43696@yahoo.com,Canva,2019,MEDIUM
user43697@icloud.com,Yahoo,2013,CRITICAL
user43698@outlook.com,MyFitnessPal,2018,MEDIUM
user43699@yahoo.com,LinkedIn,2022,MEDIUM
user43700@outlook.com,Dropbox,2015,CRITICAL
user43701@gmail.com,LinkedIn,2021,CRITICAL
user43702@protonmail.com,LinkedIn,2016,HIGH
user43703@protonmail.com,Yahoo,2012,LOW
user43704@outlook.com,Twitter,2021,CRITICAL
user43705@outlook.com,LinkedIn,2020,MEDIUM
user43706@company.com,Yahoo,2017,LOW
user43707@gmail.com,Adobe,2024,MEDIUM
user43708@protonmail.com,Adobe,2014,CRITICAL
user43709@protonmail.com,Twitter,2016,CRITICAL
user43710@outlook.com,MyFitnessPal,2019,LOW
user43711@gmail.com,LinkedIn,2018,MEDIUM
user43712@protonmail.com,LinkedIn,2016,LOW
user43713@icloud.com,Yahoo,2015,MEDIUM
user43714@icloud.com,Yahoo,2013,MEDIUM
user43715@outlook.com,Twitter,2012,LOW
user43716@protonmail.com,Twitter,2019,CRITICAL
user43717@icloud.com,Dropbox,2023,LOW
user43718@company.com,Canva,2016,HIGH
user43719@gmail.com,Yahoo,2022,HIGH
user43720@icloud.com,Canva,2024,HIGH
user43721@yahoo.com,Yahoo,2014,MEDIUM
user43722@yahoo.com,LinkedIn,2022,MEDIUM
user43723@company.com,Canva,2016,MEDIUM
user43724@gmail.com,LinkedIn,2024,HIGH
user43725@icloud.com,Twitter,2024,MEDIUM
user43726@outlook.com,Canva,2012,CRITICAL
user43727@icloud.com,Yahoo,2020,MEDIUM
user43728@yahoo.com,LinkedIn,2023,MEDIUM
user43729@company.com,LinkedIn,2015,CRITICAL
user43730@company.com,LinkedIn,2019,LOW
user43731@outlook.com,MyFitnessPal,2014,LOW
user43732@company.com,Twitter,2019,HIGH
user43733@company.com,Canva,2020,LOW
user43734@protonmail.com,Dropbox,2021,CRITICAL
user43735@company.com,Yahoo,2016,HIGH
user43736@gmail.com,Dropbox,2020,LOW
user43737@gmail.com,Canva,2013,MEDIUM
user43738@company.com,Yahoo,2021,MEDIUM
user43739@icloud.com,Canva,2016,CRITICAL
user43740@yahoo.com,Twitter,2014,HIGH
user43741@yahoo.com,Dropbox,2019,LOW
user43742@protonmail.com,Dropbox,2018,MEDIUM
user43743@company.com,MyFitnessPal,2022,HIGH
user43744@icloud.com,MyFitnessPal,2018,HIGH
user43745@protonmail.com,Twitter,2018,LOW
user43746@gmail.com,Yahoo,2022,CRITICAL
user43747@outlook.com,Canva,2020,LOW
user43748@outlook.com,Dropbox,2021,MEDIUM
user43749@protonmail.com,Adobe,2024,LOW
user43750@outlook.com,Twitter,2014,LOW
user43751@company.com,LinkedIn,2021,MEDIUM
user43752@outlook.com,Twitter,2023,LOW
user43753@company.com,Canva,2017,CRITICAL
user43754@icloud.com,Dropbox,2013,MEDIUM
user43755@icloud.com,LinkedIn,2023,CRITICAL
user43756@company.com,LinkedIn,2014,MEDIUM
user43757@yahoo.com,MyFitnessPal,2012,HIGH
user43758@icloud.com,MyFitnessPal,2020,CRITICAL
user43759@outlook.com,MyFitnessPal,2012,CRITICAL
user43760@protonmail.com,MyFitnessPal,2019,LOW
user43761@outlook.com,Dropbox,2015,CRITICAL
user43762@yahoo.com,LinkedIn,2024,HIGH
user43763@icloud.com,Yahoo,2018,MEDIUM
user43764@protonmail.com,Twitter,2014,CRITICAL
user43765@company.com,Adobe,2018,HIGH
user43766@protonmail.com,MyFitnessPal,2020,LOW
user43767@icloud.com,Canva,2016,LOW
user43768@company.com,Dropbox,2015,MEDIUM
user43769@yahoo.com,Adobe,2014,CRITICAL
user43770@gmail.com,Twitter,2014,HIGH
user43771@yahoo.com,LinkedIn,2021,MEDIUM
user43772@yahoo.com,Twitter,2019,LOW
user43773@company.com,Adobe,2018,LOW
user43774@company.com,Adobe,2014,CRITICAL
user43775@icloud.com,Twitter,2015,HIGH
user43776@outlook.com,Twitter,2015,CRITICAL
user43777@yahoo.com,LinkedIn,2022,MEDIUM
user43778@gmail.com,Twitter,2021,LOW
user43779@gmail.com,MyFitnessPal,2015,CRITICAL
user43780@company.com,Twitter,2017,HIGH
user43781@icloud.com,Dropbox,2012,LOW
user43782@outlook.com,Twitter,2015,HIGH
user43783@icloud.com,MyFitnessPal,2012,MEDIUM
user43784@outlook.com,Adobe,2012,HIGH
user43785@icloud.com,LinkedIn,2016,LOW
user43786@company.com,Twitter,2022,LOW
user43787@yahoo.com,Adobe,2017,MEDIUM
user43788@gmail.com,Adobe,2014,LOW
user43789@yahoo.com,LinkedIn,2021,MEDIUM
user43790@outlook.com,Adobe,2020,LOW
user43791@company.com,Yahoo,2013,MEDIUM
user43792@icloud.com,Twitter,2017,LOW
user43793@gmail.com,Canva,2014,MEDIUM
user43794@protonmail.com,MyFitnessPal,2016,LOW
user43795@gmail.com,MyFitnessPal,2014,HIGH
user43796@protonmail.com,Canva,2016,LOW
user43797@icloud.com,Yahoo,2016,LOW
user43798@outlook.com,Twitter,2023,LOW
user43799@outlook.com,Dropbox,2015,LOW
user43800@protonmail.com,Canva,2012,MEDIUM
user43801@icloud.com,Twitter,2020,HIGH
user43802@outlook.com,LinkedIn,2022,CRITICAL
user43803@gmail.com,LinkedIn,2014,MEDIUM
user43804@yahoo.com,Twitter,2022,CRITICAL
user43805@protonmail.com,Adobe,2024,MEDIUM
user43806@outlook.com,Adobe,2015,MEDIUM
user43807@protonmail.com,Yahoo,2016,HIGH
user43808@icloud.com,Twitter,2024,MEDIUM
user43809@icloud.com,Dropbox,2013,LOW
user43810@icloud.com,Adobe,2014,LOW
user43811@company.com,MyFitnessPal,2022,CRITICAL
user43812@yahoo.com,MyFitnessPal,2024,LOW
user43813@yahoo.com,Adobe,2018,MEDIUM
user43814@gmail.com,Dropbox,2014,CRITICAL
user43815@protonmail.com,Dropbox,2024,MEDIUM
user43816@gmail.com,Dropbox,2016,HIGH
user43817@icloud.com,Dropbox,2016,CRITICAL
user43818@company.com,MyFitnessPal,2019,MEDIUM
user43819@yahoo.com,LinkedIn,2012,MEDIUM
user43820@yahoo.com,Canva,2013,HIGH
user43821@icloud.com,Dropbox,2021,CRITICAL
user43822@outlook.com,Adobe,2020,LOW
user43823@company.com,Yahoo,2016,CRITICAL
user43824@yahoo.com,Adobe,2018,CRITICAL
user43825@company.com,LinkedIn,2016,CRITICAL
user43826@icloud.com,Adobe,2013,HIGH
user43827@yahoo.com,LinkedIn,2023,HIGH
user43828@outlook.com,Adobe,2018,HIGH
user43829@outlook.com,Twitter,2016,LOW
user43830@icloud.com,Dropbox,2014,HIGH
user43831@company.com,MyFitnessPal,2023,CRITICAL
user43832@company.com,Twitter,2012,HIGH
user43833@yahoo.com,Canva,2015,HIGH
user43834@yahoo.com,LinkedIn,2024,CRITICAL
user43835@outlook.com,Canva,2015,LOW
user43836@yahoo.com,Yahoo,2019,LOW
user43837@gmail.com,Canva,2024,CRITICAL
user43838@outlook.com,LinkedIn,2016,CRITICAL
user43839@company.com,Twitter,2018,MEDIUM
user43840@gmail.com,Dropbox,2017,LOW
user43841@yahoo.com,Yahoo,2023,MEDIUM
user43842@icloud.com,Twitter,2018,LOW
user43843@gmail.com,MyFitnessPal,2020,LOW
user43844@yahoo.com,Adobe,2019,HIGH
user43845@yahoo.com,Dropbox,2023,LOW
user43846@gmail.com,Twitter,2020,MEDIUM
user43847@company.com,Twitter,2015,LOW
user43848@protonmail.com,Dropbox,2016,MEDIUM
user43849@gmail.com,Adobe,2018,HIGH
user43850@company.com,Twitter,2012,LOW
user43851@company.com,Canva,2021,MEDIUM
user43852@icloud.com,Dropbox,2016,LOW
user43853@outlook.com,Yahoo,2016,CRITICAL
user43854@gmail.com,Canva,2016,LOW
user43855@gmail.com,Canva,2020,HIGH
user43856@yahoo.com,Adobe,2023,LOW
user43857@gmail.com,MyFitnessPal,2017,CRITICAL
user43858@yahoo.com,Dropbox,2015,LOW
user43859@icloud.com,Twitter,2014,CRITICAL
user43860@gmail.com,Dropbox,2019,HIGH
user43861@protonmail.com,Twitter,2016,LOW
user43862@outlook.com,Yahoo,2017,LOW
user43863@yahoo.com,Yahoo,2024,HIGH
user43864@protonmail.com,Dropbox,2013,HIGH
user43865@yahoo.com,Yahoo,2014,MEDIUM
user43866@protonmail.com,Canva,2016,MEDIUM
user43867@gmail.com,Canva,2012,CRITICAL
user43868@gmail.com,LinkedIn,2015,LOW
user43869@icloud.com,Adobe,2012,CRITICAL
user43870@company.com,Canva,2017,LOW
user43871@gmail.com,LinkedIn,2014,MEDIUM
user43872@company.com,MyFitnessPal,2016,HIGH
user43873@icloud.com,MyFitnessPal,2016,LOW
user43874@yahoo.com,Adobe,2024,CRITICAL
user43875@gmail.com,Canva,2017,HIGH
user43876@yahoo.com,Adobe,2020,HIGH
user43877@outlook.com,MyFitnessPal,2022,CRITICAL
user43878@protonmail.com,MyFitnessPal,2017,CRITICAL
user43879@gmail.com,LinkedIn,2018,MEDIUM
user43880@protonmail.com,LinkedIn,2019,HIGH
user43881@outlook.com,LinkedIn,2014,CRITICAL
user43882@outlook.com,LinkedIn,2022,CRITICAL
user43883@icloud.com,Canva,2014,LOW
user43884@gmail.com,MyFitnessPal,2018,LOW
user43885@outlook.com,LinkedIn,2014,CRITICAL
user43886@gmail.com,Canva,2024,MEDIUM
user43887@company.com,Twitter,2015,HIGH
user43888@outlook.com,Canva,2017,CRITICAL
user43889@gmail.com,Yahoo,2018,CRITICAL
user43890@company.com,Adobe,2016,MEDIUM
user43891@protonmail.com,LinkedIn,2016,LOW
user43892@company.com,Canva,2021,HIGH
user43893@icloud.com,Adobe,2014,LOW
user43894@protonmail.com,Yahoo,2016,CRITICAL
user43895@protonmail.com,Twitter,2016,LOW
user43896@yahoo.com,Yahoo,2018,HIGH
user43897@gmail.com,MyFitnessPal,2019,MEDIUM
user43898@yahoo.com,Twitter,2017,CRITICAL
user43899@protonmail.com,Canva,2015,HIGH
user43900@outlook.com,Yahoo,2017,LOW
user43901@icloud.com,MyFitnessPal,2022,CRITICAL
user43902@gmail.com,Dropbox,2022,MEDIUM
user43903@gmail.com,MyFitnessPal,2014,MEDIUM
user43904@yahoo.com,Dropbox,2024,HIGH
user43905@outlook.com,Canva,2012,MEDIUM
user43906@gmail.com,Adobe,2021,LOW
user43907@company.com,Dropbox,2021,MEDIUM
user43908@yahoo.com,Dropbox,2022,LOW
user43909@outlook.com,Twitter,2017,LOW
user43910@outlook.com,Adobe,2020,LOW
user43911@outlook.com,Dropbox,2018,CRITICAL
user43912@company.com,Twitter,2020,LOW
user43913@yahoo.com,Yahoo,2014,HIGH
user43914@protonmail.com,Twitter,2024,CRITICAL
user43915@outlook.com,Twitter,2021,CRITICAL
user43916@company.com,Twitter,2014,LOW
user43917@outlook.com,Dropbox,2021,MEDIUM
user43918@protonmail.com,Adobe,2024,CRITICAL
user43919@protonmail.com,LinkedIn,2024,CRITICAL
user43920@outlook.com,LinkedIn,2020,CRITICAL
user43921@protonmail.com,Twitter,2012,LOW
user43922@company.com,Adobe,2014,LOW
user43923@company.com,LinkedIn,2017,MEDIUM
user43924@protonmail.com,MyFitnessPal,2024,LOW
user43925@yahoo.com,MyFitnessPal,2020,CRITICAL
user43926@gmail.com,Canva,2015,HIGH
user43927@gmail.com,Canva,2024,HIGH
user43928@yahoo.com,Yahoo,2021,LOW
user43929@protonmail.com,Dropbox,2023,LOW
user43930@yahoo.com,Canva,2024,HIGH
user43931@gmail.com,Dropbox,2012,MEDIUM
user43932@icloud.com,Dropbox,2023,HIGH
user43933@yahoo.com,LinkedIn,2021,HIGH
user43934@protonmail.com,Twitter,2016,CRITICAL
user43935@company.com,Yahoo,2023,HIGH
user43936@gmail.com,Canva,2023,CRITICAL
user43937@icloud.com,Canva,2014,MEDIUM
user43938@company.com,Adobe,2022,MEDIUM
user43939@icloud.com,LinkedIn,2017,MEDIUM
user43940@yahoo.com,Yahoo,2020,MEDIUM
user43941@icloud.com,Dropbox,2023,HIGH
user43942@gmail.com,MyFitnessPal,2019,LOW
user43943@company.com,Twitter,2023,LOW
user43944@gmail.com,Dropbox,2017,CRITICAL
user43945@yahoo.com,Canva,2016,CRITICAL
user43946@yahoo.com,Dropbox,2018,MEDIUM
user43947@gmail.com,Yahoo,2015,HIGH
user43948@outlook.com,Canva,2022,HIGH
user43949@yahoo.com,MyFitnessPal,2017,LOW
user43950@outlook.com,Canva,2021,LOW
user43951@yahoo.com,MyFitnessPal,2024,HIGH
user43952@icloud.com,Yahoo,2019,MEDIUM
user43953@outlook.com,LinkedIn,2022,MEDIUM
user43954@outlook.com,Dropbox,2023,HIGH
user43955@yahoo.com,Twitter,2012,MEDIUM
user43956@icloud.com,Yahoo,2020,CRITICAL
user43957@company.com,Adobe,2020,CRITICAL
user43958@icloud.com,Canva,2018,CRITICAL
user43959@yahoo.com,Twitter,2018,CRITICAL
user43960@protonmail.com,LinkedIn,2016,HIGH
user43961@yahoo.com,LinkedIn,2021,LOW
user43962@company.com,Canva,2023,HIGH
user43963@icloud.com,Dropbox,2019,MEDIUM
user43964@icloud.com,Yahoo,2020,MEDIUM
user43965@gmail.com,Canva,2023,HIGH
user43966@outlook.com,LinkedIn,2018,MEDIUM
user43967@icloud.com,Canva,2012,CRITICAL
user43968@yahoo.com,Canva,2018,MEDIUM
user43969@protonmail.com,LinkedIn,2019,LOW
user43970@gmail.com,MyFitnessPal,2016,LOW
user43971@protonmail.com,Canva,2013,CRITICAL
user43972@company.com,LinkedIn,2018,LOW
user43973@outlook.com,Canva,2020,CRITICAL
user43974@yahoo.com,MyFitnessPal,2024,MEDIUM
user43975@gmail.com,Canva,2022,HIGH
user43976@icloud.com,Canva,2015,LOW
user43977@gmail.com,Adobe,2023,HIGH
user43978@gmail.com,Twitter,2015,LOW
user43979@icloud.com,Twitter,2012,HIGH
user43980@protonmail.com,MyFitnessPal,2022,MEDIUM
user43981@icloud.com,Dropbox,2023,CRITICAL
user43982@company.com,Yahoo,2018,MEDIUM
user43983@yahoo.com,Canva,2016,LOW
user43984@company.com,MyFitnessPal,2016,HIGH
user43985@company.com,Twitter,2020,HIGH
user43986@yahoo.com,Yahoo,2021,LOW
user43987@icloud.com,Adobe,2013,MEDIUM
user43988@outlook.com,MyFitnessPal,2020,HIGH
user43989@yahoo.com,Adobe,2013,MEDIUM
user43990@icloud.com,Canva,2018,MEDIUM
user43991@protonmail.com,Yahoo,2021,LOW
user43992@icloud.com,LinkedIn,2024,MEDIUM
user43993@company.com,LinkedIn,2018,CRITICAL
user43994@outlook.com,LinkedIn,2016,MEDIUM
user43995@gmail.com,MyFitnessPal,2024,LOW
user43996@outlook.com,LinkedIn,2017,HIGH
user43997@icloud.com,LinkedIn,2020,LOW
user43998@yahoo.com,Adobe,2022,HIGH
user43999@protonmail.com,Dropbox,2023,HIGH
user44000@company.com,Yahoo,2018,MEDIUM
user44001@company.com,Yahoo,2018,HIGH
user44002@company.com,Canva,2023,HIGH
user44003@yahoo.com,MyFitnessPal,2024,HIGH
user44004@icloud.com,Dropbox,2023,HIGH
user44005@outlook.com,Adobe,2012,CRITICAL
user44006@company.com,LinkedIn,2019,MEDIUM
user44007@icloud.com,Dropbox,2012,MEDIUM
user44008@outlook.com,LinkedIn,2023,HIGH
user44009@icloud.com,Yahoo,2019,MEDIUM
user44010@icloud.com,Dropbox,2013,HIGH
user44011@icloud.com,Yahoo,2022,CRITICAL
user44012@outlook.com,LinkedIn,2023,MEDIUM
user44013@gmail.com,LinkedIn,2022,CRITICAL
user44014@outlook.com,Adobe,2014,CRITICAL
user44015@yahoo.com,MyFitnessPal,2019,LOW
user44016@company.com,Yahoo,2014,LOW
user44017@protonmail.com,Dropbox,2015,LOW
user44018@icloud.com,Dropbox,2021,CRITICAL
user44019@protonmail.com,Twitter,2022,CRITICAL
user44020@icloud.com,Twitter,2014,MEDIUM
user44021@gmail.com,LinkedIn,2012,LOW
user44022@outlook.com,MyFitnessPal,2014,LOW
user44023@protonmail.com,Twitter,2020,LOW
user44024@yahoo.com,Canva,2014,MEDIUM
user44025@protonmail.com,LinkedIn,2013,MEDIUM
user44026@outlook.com,Adobe,2021,MEDIUM
user44027@protonmail.com,LinkedIn,2015,MEDIUM
user44028@icloud.com,MyFitnessPal,2017,HIGH
user44029@gmail.com,Dropbox,2021,HIGH
user44030@outlook.com,Twitter,2018,LOW
user44031@company.com,Dropbox,2017,CRITICAL
user44032@company.com,Adobe,2021,LOW
user44033@outlook.com,Canva,2018,MEDIUM
user44034@gmail.com,Dropbox,2016,MEDIUM
user44035@gmail.com,Dropbox,2024,MEDIUM
user44036@outlook.com,Canva,2024,MEDIUM
user44037@yahoo.com,Yahoo,2020,HIGH
user44038@yahoo.com,Canva,2015,CRITICAL
user44039@outlook.com,Twitter,2013,MEDIUM
user44040@yahoo.com,Adobe,2016,CRITICAL
user44041@icloud.com,LinkedIn,2017,LOW
user44042@company.com,Twitter,2019,CRITICAL
user44043@gmail.com,LinkedIn,2012,HIGH
user44044@icloud.com,Twitter,2013,MEDIUM
user44045@icloud.com,Dropbox,2014,LOW
user44046@icloud.com,Yahoo,2023,LOW
user44047@outlook.com,Twitter,2016,HIGH
user44048@icloud.com,Adobe,2016,HIGH
user44049@protonmail.com,Adobe,2014,MEDIUM
user44050@gmail.com,MyFitnessPal,2013,CRITICAL
user44051@gmail.com,Yahoo,2017,CRITICAL
user44052@yahoo.com,Yahoo,2016,HIGH
user44053@protonmail.com,Adobe,2018,MEDIUM
user44054@gmail.com,Yahoo,2012,CRITICAL
user44055@company.com,Yahoo,2014,HIGH
user44056@company.com,Adobe,2017,HIGH
user44057@protonmail.com,Canva,2019,CRITICAL
user44058@icloud.com,Twitter,2015,LOW
user44059@icloud.com,Twitter,2020,MEDIUM
user44060@gmail.com,Yahoo,2024,CRITICAL
user44061@icloud.com,Adobe,2014,LOW
user44062@gmail.com,MyFitnessPal,2012,LOW
user44063@company.com,LinkedIn,2022,LOW
user44064@icloud.com,LinkedIn,2018,MEDIUM
user44065@icloud.com,Twitter,2024,CRITICAL
user44066@gmail.com,LinkedIn,2016,CRITICAL
user44067@protonmail.com,Canva,2018,HIGH
user44068@protonmail.com,Adobe,2021,HIGH
user44069@outlook.com,Yahoo,2017,HIGH
user44070@yahoo.com,LinkedIn,2022,LOW
user44071@outlook.com,Yahoo,2020,HIGH
user44072@protonmail.com,Twitter,2017,CRITICAL
user44073@gmail.com,Dropbox,2015,CRITICAL
user44074@icloud.com,Canva,2012,HIGH
user44075@gmail.com,Adobe,2019,CRITICAL
user44076@company.com,Twitter,2015,LOW
user44077@yahoo.com,Twitter,2013,LOW
user44078@gmail.com,Dropbox,2013,HIGH
user44079@gmail.com,Adobe,2019,LOW
user44080@company.com,MyFitnessPal,2021,LOW
user44081@company.com,Adobe,2024,CRITICAL
user44082@protonmail.com,LinkedIn,2017,HIGH
user44083@yahoo.com,LinkedIn,2019,CRITICAL
user44084@gmail.com,Adobe,2019,MEDIUM
user44085@gmail.com,LinkedIn,2019,HIGH
user44086@company.com,LinkedIn,2024,MEDIUM
user44087@gmail.com,Yahoo,2020,CRITICAL
user44088@gmail.com,Dropbox,2012,CRITICAL
user44089@outlook.com,Yahoo,2015,MEDIUM
user44090@icloud.com,MyFitnessPal,2019,HIGH
user44091@protonmail.com,MyFitnessPal,2016,MEDIUM
user44092@yahoo.com,Canva,2018,CRITICAL
user44093@protonmail.com,Canva,2023,HIGH
user44094@icloud.com,Twitter,2013,CRITICAL
user44095@outlook.com,LinkedIn,2024,MEDIUM
user44096@company.com,MyFitnessPal,2020,MEDIUM
user44097@icloud.com,Twitter,2019,HIGH
user44098@outlook.com,Twitter,2020,CRITICAL
user44099@icloud.com,Adobe,2023,MEDIUM
user44100@outlook.com,Canva,2024,CRITICAL
user44101@outlook.com,Twitter,2018,LOW
user44102@gmail.com,Dropbox,2013,CRITICAL
user44103@icloud.com,MyFitnessPal,2020,HIGH
user44104@outlook.com,Yahoo,2019,HIGH
user44105@outlook.com,MyFitnessPal,2024,MEDIUM
user44106@gmail.com,LinkedIn,2015,LOW
user44107@company.com,Yahoo,2016,HIGH
user44108@outlook.com,MyFitnessPal,2015,LOW
user44109@icloud.com,LinkedIn,2021,MEDIUM
user44110@gmail.com,LinkedIn,2017,CRITICAL
user44111@outlook.com,Adobe,2015,MEDIUM
user44112@protonmail.com,Yahoo,2023,LOW
user44113@outlook.com,LinkedIn,2021,HIGH
user44114@icloud.com,Twitter,2012,LOW
user44115@company.com,Adobe,2022,HIGH
user44116@gmail.com,Canva,2017,MEDIUM
user44117@yahoo.com,LinkedIn,2019,MEDIUM
user44118@protonmail.com,Yahoo,2018,HIGH
user44119@outlook.com,Canva,2019,CRITICAL
user44120@company.com,Dropbox,2017,MEDIUM
user44121@icloud.com,Canva,2019,HIGH
user44122@outlook.com,Dropbox,2015,CRITICAL
user44123@outlook.com,MyFitnessPal,2020,LOW
user44124@icloud.com,MyFitnessPal,2013,LOW
user44125@protonmail.com,Yahoo,2021,LOW
user44126@outlook.com,Canva,2016,CRITICAL
user44127@icloud.com,Twitter,2020,MEDIUM
user44128@icloud.com,MyFitnessPal,2023,HIGH
user44129@yahoo.com,Adobe,2024,LOW
user44130@outlook.com,LinkedIn,2021,HIGH
user44131@company.com,LinkedIn,2023,LOW
user44132@protonmail.com,Yahoo,2015,HIGH
user44133@yahoo.com,Canva,2020,LOW
user44134@yahoo.com,Dropbox,2020,LOW
user44135@gmail.com,MyFitnessPal,2015,CRITICAL
user44136@gmail.com,MyFitnessPal,2022,LOW
user44137@yahoo.com,Adobe,2020,MEDIUM
user44138@outlook.com,Canva,2019,CRITICAL
user44139@yahoo.com,Adobe,2018,HIGH
user44140@icloud.com,Twitter,2022,LOW
user44141@protonmail.com,Twitter,2020,LOW
user44142@icloud.com,LinkedIn,2018,MEDIUM
user44143@yahoo.com,Dropbox,2024,MEDIUM
user44144@icloud.com,Twitter,2023,CRITICAL
user44145@company.com,Adobe,2016,CRITICAL
user44146@protonmail.com,Yahoo,2024,LOW
user44147@yahoo.com,Yahoo,2012,HIGH
user44148@yahoo.com,Twitter,2018,MEDIUM
user44149@outlook.com,Adobe,2013,LOW
user44150@yahoo.com,Twitter,2012,HIGH
user44151@gmail.com,Twitter,2020,CRITICAL
user44152@company.com,Canva,2016,CRITICAL
user44153@company.com,Adobe,2012,CRITICAL
user44154@protonmail.com,Canva,2024,MEDIUM
user44155@gmail.com,Twitter,2018,CRITICAL
user44156@company.com,LinkedIn,2017,HIGH
user44157@gmail.com,Twitter,2024,HIGH
user44158@icloud.com,Adobe,2013,CRITICAL
user44159@company.com,Adobe,2021,CRITICAL
user44160@outlook.com,Dropbox,2015,MEDIUM
user44161@protonmail.com,LinkedIn,2023,LOW
user44162@yahoo.com,LinkedIn,2016,CRITICAL
user44163@outlook.com,Canva,2021,CRITICAL
user44164@protonmail.com,Dropbox,2014,MEDIUM
user44165@yahoo.com,MyFitnessPal,2017,MEDIUM
user44166@company.com,Yahoo,2019,HIGH
user44167@icloud.com,Canva,2015,CRITICAL
user44168@yahoo.com,LinkedIn,2019,LOW
user44169@gmail.com,Canva,2024,LOW
user44170@icloud.com,Dropbox,2019,HIGH
user44171@protonmail.com,Canva,2022,MEDIUM
user44172@protonmail.com,Adobe,2019,HIGH
user44173@gmail.com,Canva,2018,HIGH
user44174@outlook.com,MyFitnessPal,2014,MEDIUM
user44175@protonmail.com,Adobe,2015,HIGH
user44176@icloud.com,Yahoo,2024,MEDIUM
user44177@company.com,LinkedIn,2021,MEDIUM
user44178@outlook.com,MyFitnessPal,2023,LOW
user44179@protonmail.com,MyFitnessPal,2015,LOW
user44180@outlook.com,MyFitnessPal,2013,CRITICAL
user44181@outlook.com,Adobe,2022,HIGH
user44182@protonmail.com,Dropbox,2018,MEDIUM
user44183@protonmail.com,LinkedIn,2017,MEDIUM
user44184@gmail.com,Adobe,2016,HIGH
user44185@protonmail.com,Adobe,2020,CRITICAL
user44186@company.com,Yahoo,2017,LOW
user44187@icloud.com,Adobe,2020,LOW
user44188@icloud.com,Yahoo,2017,MEDIUM
user44189@icloud.com,MyFitnessPal,2017,CRITICAL
user44190@outlook.com,Dropbox,2018,HIGH
user44191@icloud.com,LinkedIn,2012,MEDIUM
user44192@outlook.com,Dropbox,2019,LOW
user44193@company.com,MyFitnessPal,2014,LOW
user44194@gmail.com,LinkedIn,2023,HIGH
user44195@protonmail.com,LinkedIn,2013,LOW
user44196@gmail.com,Adobe,2012,HIGH
user44197@yahoo.com,LinkedIn,2024,LOW
user44198@company.com,LinkedIn,2019,CRITICAL
user44199@yahoo.com,Yahoo,2019,CRITICAL
user44200@company.com,Yahoo,2023,CRITICAL
user44201@gmail.com,Yahoo,2022,LOW
user44202@icloud.com,Canva,2018,MEDIUM
user44203@protonmail.com,Canva,2013,HIGH
user44204@yahoo.com,MyFitnessPal,2024,MEDIUM
user44205@company.com,Dropbox,2020,HIGH
user44206@company.com,Twitter,2019,CRITICAL
user44207@icloud.com,Yahoo,2015,LOW
user44208@protonmail.com,Canva,2012,LOW
user44209@icloud.com,Yahoo,2015,HIGH
user44210@yahoo.com,MyFitnessPal,2019,HIGH
user44211@icloud.com,Twitter,2013,HIGH
user44212@outlook.com,Adobe,2013,LOW
user44213@company.com,Twitter,2024,LOW
user44214@icloud.com,Dropbox,2018,LOW
user44215@company.com,Yahoo,2022,MEDIUM
user44216@protonmail.com,Dropbox,2012,HIGH
